Latitude,Longitude,Year,Month,Ocean,Sample_Method,Concentration_pieces_m3,Risk_Label
17.3,-77.63,1995,2,Atlantic Ocean,Neuston net,0.0072,Low
16.33,-85.63,1987,12,Atlantic Ocean,Neuston net,0.003928,Low
-27.022,-110.9803,2011,4,Pacific Ocean,Manta net,0.376668,High
-26.238,-116.6753,2011,4,Pacific Ocean,Manta net,0.065742,Low
-1.84,-97.36,2001,12,Pacific Ocean,Neuston net,0.0,Low
0.5,-92.0,2017,10,Pacific Ocean,Plankton net,0.38,High
-1.21,-90.43,2001,12,Pacific Ocean,Neuston net,0.0,Low
19.8,-143.03,2004,4,Pacific Ocean,Neuston net,0.0,Low
15.94,-162.49,2011,11,Pacific Ocean,Neuston net,0.0,Low
9.55,-155.93,2007,4,Pacific Ocean,Neuston net,0.0054,Low
11.09,-156.77,2009,7,Pacific Ocean,Neuston net,0.043196,Low
14.71,-157.43,2009,7,Pacific Ocean,Neuston net,0.0072,Low
18.46,-157.58,2011,11,Pacific Ocean,Neuston net,0.0108,Low
36.4614,-150.7943,2015,8,Pacific Ocean,Manta net,3.183474,High
32.6775,34.920833,2014,1,Atlantic Ocean,Manta net,20.251192,High
42.84,-70.38,2000,8,Atlantic Ocean,Neuston net,0.001964,Low
57.328167,-7.717833,2021,1,Atlantic Ocean,Neuston net,0.125431,High
55.0715,-5.246167,2020,1,Atlantic Ocean,Neuston net,0.0,Low
55.248333,-5.967667,2020,1,Atlantic Ocean,Neuston net,0.073514,Low
-40.3438,-9.8764,2017,1,Atlantic Ocean,Grab sample,0.001,Low
41.0625,17.7345,2016,6,Atlantic Ocean,Grab sample,0.01,Low
42.289333,6.9055,2021,10,Atlantic Ocean,Manta net,0.110665,High
42.224833,4.086,2014,4,Atlantic Ocean,Manta net,0.651446,High
43.13,-68.5,1997,7,Atlantic Ocean,Neuston net,0.0,Low
42.93,-69.62,2000,8,Atlantic Ocean,Neuston net,0.0024,Low
41.23,-70.9,1997,10,Atlantic Ocean,Neuston net,0.0,Low
42.08,-70.27,2006,8,Atlantic Ocean,Neuston net,0.00216,Low
40.76,-70.08,2006,8,Atlantic Ocean,Neuston net,0.00216,Low
42.15,-68.01,2000,7,Atlantic Ocean,Neuston net,0.0024,Low
36.87,-65.08,1991,10,Atlantic Ocean,Neuston net,0.047516,Low
35.88,-58.98,1991,10,Atlantic Ocean,Neuston net,0.071276,Low
32.4243,-119.9639,2009,8,Pacific Ocean,Manta net,0.042,Low
32.4279,-120.0601,2009,8,Pacific Ocean,Manta net,0.036,Low
33.4228,-117.6241,2014,9,Pacific Ocean,Grab sample,0.002,Low
30.97,-69.62,1991,5,Atlantic Ocean,Neuston net,0.0108,Low
28.95,-72.17,1987,4,Atlantic Ocean,Neuston net,0.019636,Low
33.6269,-139.7643,2009,8,Pacific Ocean,Manta net,1.452,High
35.6168,-139.9762,2009,8,Pacific Ocean,Manta net,12.913,High
40.88965,-146.80875,2015,8,Pacific Ocean,Manta net,1.161321,High
41.03795,-147.5319,2015,8,Pacific Ocean,Manta net,0.08863,High
25.65,-76.08,1987,4,Atlantic Ocean,Neuston net,0.00864,Low
23.62,-75.04,2000,5,Atlantic Ocean,Neuston net,0.0,Low
20.67,-73.29,2000,5,Atlantic Ocean,Neuston net,0.0048,Low
28.05,-70.23,1998,2,Atlantic Ocean,Neuston net,0.043196,Low
26.68,-70.05,2000,4,Atlantic Ocean,Neuston net,0.466524,High
25.7535,-81.3766,2016,12,Atlantic Ocean,Grab sample,0.005,Low
27.33,-142.18,2009,10,Pacific Ocean,Neuston net,0.003324,Low
31.06,-143.46,2011,12,Pacific Ocean,Neuston net,0.00216,Low
24.65,-113.28,2001,10,Pacific Ocean,Neuston net,0.0,Low
24.38,-109.17,2001,10,Pacific Ocean,Neuston net,0.00216,Low
29.25,-76.18,1998,2,Atlantic Ocean,Neuston net,0.002164,Low
18.5,-64.52,1995,12,Atlantic Ocean,Neuston net,0.0027,Low
17.83,-62.99,2006,11,Atlantic Ocean,Neuston net,0.01296,Low
14.7201,-58.9304,2014,12,Atlantic Ocean,Grab sample,0.01,Low
16.62,-59.15,1995,11,Atlantic Ocean,Neuston net,0.010796,Low
24.03,-138.44,2004,4,Pacific Ocean,Neuston net,0.0,Low
28.04,-140.48,2012,1,Pacific Ocean,Neuston net,0.0,Low
17.19,-76.15,2004,3,Atlantic Ocean,Neuston net,0.0,Low
11.98,-68.1,1997,12,Atlantic Ocean,Neuston net,0.0,Low
12.1,-63.08,1997,12,Atlantic Ocean,Neuston net,0.00864,Low
14.45,-62.08,1993,12,Atlantic Ocean,Neuston net,0.0,Low
-27.06893,-109.32339,2015,10,Pacific Ocean,Neuston net,0.03409,Low
-10.7709,-3.74105,2016,12,Atlantic Ocean,Neuston net,0.0,Low
-7.039,-6.0455,2019,3,Atlantic Ocean,Manta net,0.012681,Low
2.19,-135.73,2004,12,Pacific Ocean,Neuston net,0.0,Low
2.667,-93.65,2006,10,Pacific Ocean,Manta net,0.0,Low
37.4212,25.2742,2014,7,Atlantic Ocean,Manta net,0.20679,High
60.0311,-149.4395,2015,6,Pacific Ocean,Grab sample,0.008,Low
57.7235,-3.691333,2022,1,Atlantic Ocean,Neuston net,0.008867,Low
57.756167,-3.2305,2018,1,Atlantic Ocean,Neuston net,0.006639,Low
9.55,-155.93,2007,12,Pacific Ocean,Neuston net,0.0054,Low
14.71,-157.43,2010,6,Pacific Ocean,Neuston net,0.0072,Low
19.95,-156.16,2012,7,Pacific Ocean,Neuston net,0.260276,High
23.65,-149.74,2008,12,Pacific Ocean,Neuston net,0.0,Low
52.2,-132.57,2002,7,Pacific Ocean,Neuston net,0.0,Low
43.48,-65.22,1989,6,Atlantic Ocean,Neuston net,0.0018,Low
42.682333,-9.1735,2015,9,Atlantic Ocean,Manta net,0.052535,Low
42.753333,4.13,2011,8,Atlantic Ocean,Manta net,0.504779,High
31.38,-72.2,1996,5,Atlantic Ocean,Neuston net,0.031192,Low
35.58,-66.13,1996,5,Atlantic Ocean,Neuston net,0.047516,Low
38.021,23.577,2015,11,Atlantic Ocean,Manta net,0.24,High
22.24,-71.57,2008,3,Atlantic Ocean,Neuston net,0.0,Low
30.55,-67.18,1995,5,Atlantic Ocean,Neuston net,0.190064,High
26.6383,-21.3917,2014,11,Atlantic Ocean,Grab sample,0.034,Low
38.2776,-130.4749,2015,9,Pacific Ocean,Manta net,0.063881,Low
25.65,-76.42,1993,4,Atlantic Ocean,Neuston net,0.010796,Low
30.11,-56.56,2005,10,Atlantic Ocean,Neuston net,0.14294,High
31.22,-59.48,1999,10,Atlantic Ocean,Neuston net,0.030856,Low
28.63,-58.22,2004,10,Atlantic Ocean,Neuston net,0.0,Low
25.13,-59.76,1998,10,Atlantic Ocean,Neuston net,0.138228,High
20.17,-73.56,2001,3,Atlantic Ocean,Neuston net,0.013496,Low
24.08,-82.67,2001,3,Atlantic Ocean,Neuston net,0.0,Low
24.17,-82.58,2003,1,Atlantic Ocean,Neuston net,0.0,Low
29.006683,-142.971,2015,7,Pacific Ocean,Manta net,1.321474,High
26.58,-75.04,1990,4,Atlantic Ocean,Neuston net,0.018,Low
25.95,-77.98,1997,5,Atlantic Ocean,Neuston net,0.102188,High
26.28,-79.05,1992,1,Atlantic Ocean,Neuston net,0.0,Low
27.9528,-82.6416,2017,7,Atlantic Ocean,Plankton net,3.5,High
20.11,-70.09,2007,3,Atlantic Ocean,Neuston net,0.0,Low
17.0765,-61.8998,2014,3,Atlantic Ocean,Grab sample,0.002,Low
13.8556,-59.9185,2014,12,Atlantic Ocean,Grab sample,0.001,Low
12.9,-61.8,1999,12,Atlantic Ocean,Neuston net,0.009,Low
25.35,-141.11,2005,12,Pacific Ocean,Neuston net,0.0,Low
27.33,-142.18,2011,5,Pacific Ocean,Neuston net,0.003324,Low
19.8,-143.03,2003,11,Pacific Ocean,Neuston net,0.00432,Low
18.48,-79.16,2002,4,Atlantic Ocean,Neuston net,0.003088,Low
17.32,-78.7,1992,3,Atlantic Ocean,Neuston net,0.043196,Low
16.58,-81.07,1998,2,Atlantic Ocean,Neuston net,0.0,Low
16.58,-84.12,1993,3,Atlantic Ocean,Neuston net,0.01512,Low
11.0,-66.07,1994,12,Atlantic Ocean,Neuston net,0.0,Low
-7.46,-144.77,2012,12,Pacific Ocean,Neuston net,0.007268,Low
3.48,-143.62,2005,10,Pacific Ocean,Neuston net,0.0,Low
0.89,-143.03,2003,4,Pacific Ocean,Neuston net,0.00216,Low
4.826573,-17.813351,2015,11,Atlantic Ocean,Intake seawater pump,1.0,High
15.1572,-109.59,2014,12,Pacific Ocean,Grab sample,0.0,Low
17.88,-78.57,1991,3,Atlantic Ocean,Neuston net,0.0,Low
19.36,-156.38,2003,2,Pacific Ocean,Neuston net,0.0024,Low
19.95,-156.16,2012,10,Pacific Ocean,Neuston net,0.51448,High
23.65,-149.74,2008,10,Pacific Ocean,Neuston net,0.0,Low
15.94,-162.49,2011,4,Pacific Ocean,Neuston net,0.0,Low
42.377821,3.158952,2021,2,Atlantic Ocean,Manta net,0.066667,Low
60.5437,-145.7625,2015,12,Pacific Ocean,Grab sample,0.0,Low
59.005167,-2.8445,2014,5,Atlantic Ocean,Neuston net,0.0,Low
56.080167,-2.768333,2015,11,Atlantic Ocean,Neuston net,0.006367,Low
84.40488,17.45691,2016,9,Arctic Ocean,CTD rosette sampler,21.0,High
9.55,-155.93,2008,6,Pacific Ocean,Neuston net,0.0054,Low
41.465446,2.282388,2021,5,Atlantic Ocean,Manta net,2.916,High
51.77825,-144.507667,2019,3,Pacific Ocean,Neuston net,0.030317,Low
42.47,-70.46,2002,7,Atlantic Ocean,Neuston net,0.0,Low
45.96543,-15.244721,2020,11,Atlantic Ocean,Manta net,0.260657,High
42.06,-70.3,1993,9,Atlantic Ocean,Neuston net,0.0,Low
42.22,-70.26,2001,7,Atlantic Ocean,Neuston net,0.0,Low
41.88,-69.35,2007,7,Atlantic Ocean,Neuston net,0.00166,Low
41.56,-65.07,1992,8,Atlantic Ocean,Neuston net,0.00378,Low
39.29,-65.69,1991,10,Atlantic Ocean,Neuston net,0.0,Low
34.001787,10.052079,2019,11,Atlantic Ocean,Manta net,1.085913,High
32.24,-62.17,2001,10,Atlantic Ocean,Neuston net,0.079912,Low
38.6,-69.57,1995,10,Atlantic Ocean,Neuston net,0.00254,Low
21.37,-70.15,1997,2,Atlantic Ocean,Neuston net,0.00216,Low
20.93,-73.83,1993,1,Atlantic Ocean,Neuston net,0.0,Low
30.05,-63.57,2002,5,Atlantic Ocean,Neuston net,0.0216,Low
29.06,-69.47,1999,4,Atlantic Ocean,Neuston net,0.02376,Low
32.08,-142.46,2019,7,Pacific Ocean,Manta net,11.416893,High
37.5898,-76.2855,2015,10,Atlantic Ocean,Grab sample,0.048,Low
24.05,-58.13,1992,10,Atlantic Ocean,Neuston net,0.049676,Low
24.7,-58.21,2007,10,Atlantic Ocean,Neuston net,0.00352,Low
24.62,-64.62,2005,5,Atlantic Ocean,Neuston net,0.053996,Low
23.12,-67.46,1999,2,Atlantic Ocean,Neuston net,0.0,Low
21.34,-65.65,2001,5,Atlantic Ocean,Neuston net,0.01944,Low
22.2,-70.72,1990,4,Atlantic Ocean,Neuston net,0.0,Low
24.51,-82.44,1999,1,Atlantic Ocean,Neuston net,0.0,Low
24.27,-82.11,2005,1,Atlantic Ocean,Neuston net,0.00432,Low
27.59,-57.92,2002,10,Atlantic Ocean,Neuston net,0.212056,High
23.35,-60.12,1996,11,Atlantic Ocean,Neuston net,0.051296,Low
27.33,-142.18,2011,2,Pacific Ocean,Neuston net,0.003324,Low
27.778,-82.5203,2017,4,Atlantic Ocean,Van Dorn sampler,1000.0,High
27.6081,-82.5712,2017,6,Atlantic Ocean,Van Dorn sampler,0.0,Low
29.97,-80.97,2005,3,Atlantic Ocean,Neuston net,0.0,Low
14.62,-61.92,1996,12,Atlantic Ocean,Neuston net,0.0,Low
14.08,-60.26,1998,11,Atlantic Ocean,Neuston net,0.0,Low
12.15,-60.27,1995,11,Atlantic Ocean,Neuston net,0.0,Low
17.628,-48.3448,2014,12,Atlantic Ocean,Grab sample,0.004,Low
27.5019,-130.80875,2015,9,Pacific Ocean,Manta net,0.718984,High
25.35,-141.11,2005,7,Pacific Ocean,Neuston net,0.0,Low
18.7,-77.33,1994,2,Atlantic Ocean,Neuston net,0.001544,Low
16.15,-85.98,1995,12,Atlantic Ocean,Neuston net,0.0,Low
10.74,-65.74,1998,12,Atlantic Ocean,Neuston net,0.0,Low
16.3,-71.58,2007,12,Atlantic Ocean,Neuston net,0.003288,Low
19.99,-65.14,1999,5,Atlantic Ocean,Neuston net,0.0024,Low
15.75,-62.5,1993,11,Atlantic Ocean,Neuston net,0.0,Low
43.316667,6.773167,2015,10,Atlantic Ocean,Manta net,0.4352,High
58.861833,-2.601667,2014,5,Atlantic Ocean,Neuston net,0.0,Low
36.48745,-153.60735,2015,8,Pacific Ocean,Manta net,0.750804,High
25.85,-78.18,1993,2,Atlantic Ocean,Neuston net,0.0,Low
39.263,19.823,2015,4,Atlantic Ocean,Manta net,1.67,High
55.969333,-4.871667,2019,11,Atlantic Ocean,Neuston net,0.0,Low
42.5295,3.1341,2010,8,Atlantic Ocean,Neuston net,0.120409,High
39.76,-71.34,1998,8,Atlantic Ocean,Neuston net,0.01592,Low
-27.5502,-108.0495,2011,4,Pacific Ocean,Manta net,0.840274,High
27.8096,-82.446,2016,11,Atlantic Ocean,Van Dorn sampler,0.0,Low
16.28,-160.37,2001,11,Pacific Ocean,Neuston net,0.0,Low
39.88,-69.52,1996,8,Atlantic Ocean,Neuston net,0.003928,Low
58.046833,-3.664167,2015,1,Atlantic Ocean,Neuston net,0.0,Low
32.328,-124.3471,2009,8,Pacific Ocean,Manta net,0.165,High
27.1221,-42.9629,2013,7,Atlantic Ocean,Neuston net,0.332158,High
23.7238,-21.2277,2014,11,Atlantic Ocean,Grab sample,0.002,Low
37.098667,15.329833,2021,9,Atlantic Ocean,Manta net,0.124809,High
42.881633,10.4759,2018,6,Atlantic Ocean,Manta net,0.0,Low
31.69,-74.56,1999,4,Atlantic Ocean,Neuston net,0.064796,Low
36.5,-69.42,1987,5,Atlantic Ocean,Neuston net,0.116632,High
33.53,-61.62,1992,10,Atlantic Ocean,Neuston net,0.00864,Low
37.48095,-17.852117,2013,10,Atlantic Ocean,Manta net,0.782937,High
48.1176,-122.7514,2014,12,Pacific Ocean,Grab sample,0.002,Low
11.44,-156.82,2006,2,Pacific Ocean,Neuston net,0.00432,Low
25.91,-78.23,1993,5,Atlantic Ocean,Neuston net,0.00216,Low
27.9185,-82.5379,2017,7,Atlantic Ocean,Plankton net,2.6,High
37.9301,23.6659,2019,3,Atlantic Ocean,Manta net,0.859628,High
42.53,-69.77,2004,7,Atlantic Ocean,Neuston net,0.0,Low
20.14,-148.94,2011,3,Pacific Ocean,Neuston net,0.0,Low
18.87,-58.05,1994,11,Atlantic Ocean,Neuston net,0.0,Low
26.13,-78.03,1998,2,Atlantic Ocean,Neuston net,0.001964,Low
42.27,-69.58,2004,8,Atlantic Ocean,Neuston net,0.0144,Low
33.47,-151.63,2006,4,Pacific Ocean,Neuston net,0.00864,Low
3.73,-88.07,2001,12,Pacific Ocean,Neuston net,0.00216,Low
19.96,-146.64,2012,2,Pacific Ocean,Neuston net,0.00216,Low
27.52,-62.71,2000,10,Atlantic Ocean,Neuston net,0.034556,Low
12.93,-68.65,1992,12,Atlantic Ocean,Neuston net,0.0,Low
25.59,-74.6,2003,2,Atlantic Ocean,Neuston net,0.0,Low
17.57,-77.97,1991,3,Atlantic Ocean,Neuston net,0.00648,Low
25.25,-68.2,1999,2,Atlantic Ocean,Neuston net,0.047516,Low
37.321,25.6121,2014,7,Atlantic Ocean,Manta net,0.786388,High
18.02,-75.38,1996,2,Atlantic Ocean,Neuston net,0.051836,Low
18.23,-64.58,1991,11,Atlantic Ocean,Neuston net,0.0,Low
-13.39,-141.11,2003,4,Pacific Ocean,Neuston net,0.0,Low
33.08485,-133.2088,2015,9,Pacific Ocean,Manta net,3.772227,High
50.612667,1.273333,2020,6,Atlantic Ocean,Manta net,0.058198,Low
42.48,-61.87,1994,7,Atlantic Ocean,Neuston net,0.00216,Low
20.61,-155.0,2005,12,Pacific Ocean,Neuston net,0.0,Low
29.3,-61.44,1999,4,Atlantic Ocean,Neuston net,0.011784,Low
27.78,-57.62,1992,10,Atlantic Ocean,Neuston net,0.032396,Low
30.99,-69.17,2003,5,Atlantic Ocean,Neuston net,0.01296,Low
34.5663,-147.3776,2015,8,Pacific Ocean,Manta net,0.326856,High
42.13,-62.23,1991,8,Atlantic Ocean,Neuston net,0.00648,Low
55.432667,-4.748667,2018,11,Atlantic Ocean,Neuston net,0.008126,Low
33.09,-156.27,2011,4,Pacific Ocean,Neuston net,0.00266,Low
36.34,-149.9,2003,7,Pacific Ocean,Neuston net,0.045688,Low
58.8857,-152.1576,2014,7,Pacific Ocean,Grab sample,0.004,Low
9.92,-120.39,2002,12,Pacific Ocean,Neuston net,0.004644,Low
17.42,-63.72,2002,11,Atlantic Ocean,Neuston net,0.0,Low
24.03,-138.44,2009,5,Pacific Ocean,Neuston net,0.0,Low
25.65,-76.72,1991,4,Atlantic Ocean,Neuston net,0.0,Low
38.38,-69.57,1999,10,Atlantic Ocean,Neuston net,0.0,Low
27.9528,-82.6416,2017,4,Atlantic Ocean,Plankton net,3.1,High
11.23,-60.17,1998,11,Atlantic Ocean,Neuston net,0.0,Low
33.26,-156.98,2010,12,Pacific Ocean,Neuston net,0.0,Low
18.73,-75.37,2006,4,Atlantic Ocean,Neuston net,0.0,Low
29.26285,-133.09065,2015,9,Pacific Ocean,Manta net,1.764996,High
23.8,-75.17,1995,2,Atlantic Ocean,Neuston net,0.0,Low
20.68,-58.57,1991,10,Atlantic Ocean,Neuston net,0.00432,Low
21.2261,-24.5003,2014,11,Atlantic Ocean,Grab sample,0.002,Low
44.27,-64.2,1996,7,Atlantic Ocean,Neuston net,0.00432,Low
18.7,-76.65,1994,2,Atlantic Ocean,Neuston net,0.077752,Low
11.53,-67.35,1995,12,Atlantic Ocean,Neuston net,0.0,Low
16.07,-61.95,1997,11,Atlantic Ocean,Neuston net,0.0,Low
17.0123,-61.7707,2014,4,Atlantic Ocean,Grab sample,0.002,Low
29.37,-139.91,2007,7,Pacific Ocean,Neuston net,0.0,Low
54.685833,10.952417,2019,5,Atlantic Ocean,Manta net,0.04833,Low
17.1136,-40.5274,2014,11,Atlantic Ocean,Grab sample,0.001,Low
29.86825,-137.5749,2015,8,Pacific Ocean,Manta net,1.695865,High
24.13,-70.5,2004,2,Atlantic Ocean,Neuston net,0.026228,Low
11.94,-68.26,1987,12,Atlantic Ocean,Neuston net,0.0,Low
24.73,-139.58,2012,6,Pacific Ocean,Neuston net,0.040724,Low
27.64,-76.53,2001,2,Atlantic Ocean,Neuston net,0.0072,Low
27.5737,-82.6868,2016,10,Atlantic Ocean,Van Dorn sampler,0.0,Low
29.2,-63.08,1994,10,Atlantic Ocean,Neuston net,0.032396,Low
38.337167,-28.489333,2021,5,Atlantic Ocean,Manta net,0.535475,High
28.04,-140.48,2004,9,Pacific Ocean,Neuston net,0.0,Low
41.34,-68.39,2000,9,Atlantic Ocean,Neuston net,0.0,Low
35.4776,17.7784,2014,8,Atlantic Ocean,Manta net,1.449001,High
43.77,-63.98,1991,5,Atlantic Ocean,Neuston net,0.00216,Low
43.15,-63.38,1989,8,Atlantic Ocean,Neuston net,0.00216,Low
40.08,-70.73,2003,10,Atlantic Ocean,Neuston net,0.0,Low
12.95,-156.94,2007,12,Pacific Ocean,Neuston net,0.0216,Low
33.0558,-152.95935,2015,8,Pacific Ocean,Manta net,0.544286,High
32.903333,35.071,2015,5,Atlantic Ocean,Manta net,0.585366,High
-5.73,-111.21,2001,12,Pacific Ocean,Neuston net,0.0,Low
8.7,-92.56,2001,11,Pacific Ocean,Neuston net,0.0,Low
20.72,-74.12,1987,2,Atlantic Ocean,Neuston net,0.004628,Low
26.85,-71.67,1992,4,Atlantic Ocean,Neuston net,0.01944,Low
28.41,-140.21,2008,4,Pacific Ocean,Neuston net,0.0,Low
37.32,-63.44,2004,10,Atlantic Ocean,Neuston net,0.025196,Low
42.134833,-8.8805,2019,7,Atlantic Ocean,Manta net,0.086895,High
43.2654,5.3486,2019,6,Atlantic Ocean,Manta net,0.068277,Low
-42.761667,-65.003333,2015,11,Atlantic Ocean,Manta net,0.06257,Low
19.24,-156.55,2006,10,Pacific Ocean,Neuston net,0.0,Low
32.504167,34.885,2014,4,Atlantic Ocean,Manta net,2.647504,High
16.02,-71.78,1997,12,Atlantic Ocean,Neuston net,0.0,Low
18.4547,-64.4421,2014,1,Atlantic Ocean,Grab sample,0.001,Low
23.47,-69.83,1990,4,Atlantic Ocean,Neuston net,0.0108,Low
40.546,10.0493,2014,7,Atlantic Ocean,Manta net,0.356287,High
30.7981,-133.0207,2014,9,Pacific Ocean,Grab sample,0.008,Low
32.53,-64.61,1989,6,Atlantic Ocean,Neuston net,0.064796,Low
14.54,-60.61,2004,11,Atlantic Ocean,Neuston net,0.0,Low
29.89,-75.07,1997,4,Atlantic Ocean,Neuston net,0.02376,Low
31.83,-64.78,1998,4,Atlantic Ocean,Neuston net,0.00982,Low
11.45,-59.51,1999,11,Atlantic Ocean,Neuston net,0.032396,Low
24.62,-74.32,1993,2,Atlantic Ocean,Neuston net,0.00432,Low
14.71,-157.43,2007,4,Pacific Ocean,Neuston net,0.0072,Low
4.41,-145.74,2010,7,Pacific Ocean,Neuston net,0.0,Low
-0.9,-90.25,2017,10,Pacific Ocean,Plankton net,0.19,High
11.25,-66.87,1991,12,Atlantic Ocean,Neuston net,0.00432,Low
11.63,-67.15,1998,12,Atlantic Ocean,Neuston net,0.00648,Low
14.5734,-58.9478,2014,12,Atlantic Ocean,Grab sample,0.017,Low
18.7047,-44.6136,2014,12,Atlantic Ocean,Grab sample,0.006,Low
58.098667,-6.1335,2014,1,Atlantic Ocean,Neuston net,0.052278,Low
5.76,-161.9,2002,4,Pacific Ocean,Neuston net,0.0048,Low
27.09,-115.61,2001,10,Pacific Ocean,Neuston net,0.0,Low
36.45,-63.43,1993,10,Atlantic Ocean,Neuston net,0.082072,High
41.849824,3.147244,2020,11,Atlantic Ocean,Manta net,1.159333,High
18.8191,-110.933,2016,3,Pacific Ocean,Grab sample,0.003,Low
24.16,-82.08,2008,5,Atlantic Ocean,Neuston net,0.00216,Low
17.57,-59.18,1995,11,Atlantic Ocean,Neuston net,0.0,Low
25.9,-76.1,1993,4,Atlantic Ocean,Neuston net,0.0,Low
46.52,-56.63,2001,7,Atlantic Ocean,Neuston net,0.015964,Low
25.1354,-150.4719,2010,10,Pacific Ocean,Manta net,0.698,High
19.43,-145.47,2005,7,Pacific Ocean,Neuston net,0.00432,Low
24.17,-74.63,1993,5,Atlantic Ocean,Neuston net,0.071276,Low
31.72,-144.77,2011,12,Pacific Ocean,Neuston net,0.0,Low
41.35,-71.03,1998,6,Atlantic Ocean,Neuston net,0.00648,Low
-23.490067,8.264683,2015,11,Atlantic Ocean,Intake seawater pump,1.5,High
24.52,-148.47,2005,7,Pacific Ocean,Neuston net,0.0,Low
41.397303,2.21315,2021,3,Atlantic Ocean,Manta net,2.821333,High
38.333,-127.083,1972,11,Pacific Ocean,Neuston net,0.0,Low
16.86,-80.17,2001,3,Atlantic Ocean,Neuston net,0.0108,Low
62.3903,-10.2745,2015,8,Atlantic Ocean,Grab sample,0.0,Low
56.078333,-2.9825,2022,11,Atlantic Ocean,Neuston net,0.194594,High
36.12,25.227,2019,3,Atlantic Ocean,Manta net,2.5,High
19.71,-79.09,2001,12,Atlantic Ocean,Neuston net,0.01296,Low
14.77,-60.55,1992,11,Atlantic Ocean,Neuston net,0.0,Low
26.5065,-37.3597,2013,6,Atlantic Ocean,Neuston net,0.106291,High
23.99,-81.91,2000,3,Atlantic Ocean,Neuston net,0.00216,Low
38.44652,-9.04146,2018,8,Atlantic Ocean,Neuston net,0.357182,High
42.721317,10.179883,2019,6,Atlantic Ocean,Manta net,0.514425,High
32.84,-147.81,2011,10,Pacific Ocean,Neuston net,0.0,Low
39.01,-64.7,2005,10,Atlantic Ocean,Neuston net,0.00864,Low
39.38,-64.64,2007,5,Atlantic Ocean,Neuston net,0.023528,Low
-32.2052,-89.4267,2011,3,Pacific Ocean,Neuston net,0.019781,Low
31.91,-62.25,2005,4,Atlantic Ocean,Neuston net,0.018892,Low
43.302833,5.1064,2013,8,Atlantic Ocean,Manta net,0.056093,Low
3.48,-143.62,2005,4,Pacific Ocean,Neuston net,0.0,Low
16.53,-82.99,2000,12,Atlantic Ocean,Neuston net,0.0,Low
18.229404,-24.113661,2015,11,Atlantic Ocean,Intake seawater pump,1.0,High
27.61,-82.7832,2017,5,Atlantic Ocean,Plankton net,1.6,High
39.22,-69.37,1994,8,Atlantic Ocean,Neuston net,0.0,Low
41.13,-70.07,1996,8,Atlantic Ocean,Neuston net,0.043196,Low
23.6348,-154.91,2014,9,Pacific Ocean,Grab sample,0.009,Low
32.76,-150.21,2003,10,Pacific Ocean,Neuston net,0.0,Low
-26.8718,-111.9128,2011,4,Pacific Ocean,Manta net,1.788169,High
24.32,-80.3,2000,4,Atlantic Ocean,Neuston net,0.0048,Low
25.65,-76.4,2004,3,Atlantic Ocean,Neuston net,0.00564,Low
36.2544,-126.7121,2010,10,Pacific Ocean,Manta net,0.009,Low
-14.57,-147.24,2002,2,Pacific Ocean,Neuston net,0.00216,Low
16.08,-59.95,1992,11,Atlantic Ocean,Neuston net,0.0,Low
26.6,-142.77,2011,5,Pacific Ocean,Neuston net,0.0,Low
14.93,-66.75,1989,12,Atlantic Ocean,Neuston net,0.003928,Low
21.2,-59.73,1998,10,Atlantic Ocean,Neuston net,0.00864,Low
42.2513,3.6462,2010,8,Atlantic Ocean,Neuston net,1.343269,High
19.8499,-154.435,2007,11,Pacific Ocean,Neuston net,0.043713,Low
16.92,-62.7,1991,11,Atlantic Ocean,Neuston net,0.0,Low
24.03,-138.44,2008,5,Pacific Ocean,Neuston net,0.0,Low
25.64,-76.54,2008,2,Atlantic Ocean,Neuston net,0.0,Low
29.97,-57.38,1991,10,Atlantic Ocean,Neuston net,0.066956,Low
28.72,-140.03,2011,2,Pacific Ocean,Neuston net,0.0,Low
33.52,-63.6,2005,5,Atlantic Ocean,Neuston net,0.025916,Low
41.996167,15.7655,2021,6,Atlantic Ocean,Manta net,0.308071,High
43.2842,5.2766,2014,9,Atlantic Ocean,Manta net,0.676127,High
5.28,-146.64,2006,11,Pacific Ocean,Neuston net,0.0,Low
30.43,-75.43,1998,4,Atlantic Ocean,Neuston net,0.028076,Low
26.59,-79.32,2005,2,Atlantic Ocean,Neuston net,0.0,Low
17.47,-82.48,1994,3,Atlantic Ocean,Neuston net,0.0054,Low
11.42,-62.68,1995,12,Atlantic Ocean,Neuston net,0.0,Low
12.92,-61.08,1992,11,Atlantic Ocean,Neuston net,0.034556,Low
30.999985,-134.25,2015,8,Pacific Ocean,Manta net,21.222074,High
22.67,-64.81,2014,12,Atlantic Ocean,Grab sample,0.0,Low
38.3837,-152.4547,2015,8,Pacific Ocean,Manta net,1.048821,High
21.85,-57.53,2003,11,Atlantic Ocean,Neuston net,0.035096,Low
41.405,2.268333,2015,6,Atlantic Ocean,Manta net,0.441,High
11.44,-156.82,2012,4,Pacific Ocean,Neuston net,0.00432,Low
40.32,17.438056,2020,10,Atlantic Ocean,Manta net,0.396501,High
56.54,-135.15,2002,7,Pacific Ocean,Neuston net,0.0,Low
58.903167,-2.984667,2014,5,Atlantic Ocean,Neuston net,0.006208,Low
54.6445,-4.510833,2017,11,Atlantic Ocean,Neuston net,0.006914,Low
